method,imp_id,syn_id,variable,cosine,js,wasserstein
ecdf,2.0,1.0,sbp_bin7,0.07292367058757676,0.03425927314038335,0.0023151520670187543
ecdf,2.0,1.0,sbp_bin8,0.1216271539454733,0.021627847215835067,0.030374922954747394
ecdf,2.0,1.0,sbp_bin9,0.1330750586464775,0.0234180153600231,0.00867519300985535
ecdf,2.0,1.0,sbp_bin10,0.08989985063876427,0.021133923303739758,0.0031837302395006455
ecdf,2.0,1.0,dbp_bin1,0.16961874149766265,0.05182748413547976,0.007840101985066471
ecdf,2.0,1.0,dbp_bin2,0.08745604477230928,0.03243330314031325,0.0025041450403690824
ecdf,2.0,1.0,dbp_bin3,0.04739721517923312,0.037544471906894986,0.06143339935727499
ecdf,2.0,1.0,dbp_bin4,0.10147560290638657,0.0328464919029767,0.019971521236417066
ecdf,2.0,1.0,dbp_bin5,0.09121800333649932,0.024564344855631023,0.13596607182198728
ecdf,2.0,1.0,dbp_bin6,0.08121265590052051,0.026829862612944236,0.0016784142851040168
ecdf,2.0,1.0,dbp_bin7,0.07969653651683106,0.0317903780488129,0.0024505226927372275
ecdf,2.0,1.0,dbp_bin8,0.07848655397763582,0.02371508437298842,0.04266174131086441
ecdf,2.0,1.0,dbp_bin9,0.08016850542131293,0.024680630891407988,0.00218946238626169
ecdf,2.0,1.0,dbp_bin10,0.10122780847849167,0.03797303968234899,0.003715451322141059
ecdf,2.0,2.0,sbp_bin1,0.2863492381364314,0.04573144170871625,0.004374224717633994
ecdf,2.0,2.0,sbp_bin2,0.14189979091948457,0.03730312315961876,0.037175566358256584
ecdf,2.0,2.0,sbp_bin3,0.0283243217584479,0.03357880778284492,0.0018314464563666689
ecdf,2.0,2.0,sbp_bin4,0.11906707218413548,0.03768961604460429,0.10005241862827062
ecdf,2.0,2.0,sbp_bin5,0.10074403619674221,0.03268916096268367,0.03580430726840754
ecdf,2.0,2.0,sbp_bin6,0.09829978787361304,0.03490775373980001,0.056546273581368406
ecdf,2.0,2.0,sbp_bin7,0.0742516454548946,0.03495812427110322,0.0020214897104352597
ecdf,2.0,2.0,sbp_bin8,0.09458660404440411,0.023304550156775912,0.07729492218780461
ecdf,2.0,2.0,sbp_bin9,0.12865413567326178,0.023599642943292705,0.0034584912396331087
ecdf,2.0,2.0,sbp_bin10,0.09454857423484553,0.022452312997419087,0.0032973743130470176
ecdf,2.0,2.0,dbp_bin1,0.17492337929626534,0.05250719308428613,0.0048625022764523795
ecdf,2.0,2.0,dbp_bin2,0.08839656064042267,0.03282092168913362,0.0026014633794694294
ecdf,2.0,2.0,dbp_bin3,0.03638837638170944,0.037481675277988985,0.012705732560403825
ecdf,2.0,2.0,dbp_bin4,0.10976213193804751,0.035533996003842716,0.036972977909466034
ecdf,2.0,2.0,dbp_bin5,0.10438663593460795,0.015931048632854196,0.014848825020508032
ecdf,2.0,2.0,dbp_bin6,0.08527979730211344,0.027864751165113485,0.0027139134520910747
ecdf,2.0,2.0,dbp_bin7,0.08072518027415332,0.03728413517429146,0.06546641235222597
ecdf,2.0,2.0,dbp_bin8,0.061573024657944675,0.0269669695194109,0.06134537446997933
ecdf,2.0,2.0,dbp_bin9,0.08138582492822,0.0250543276865456,0.0014753940792003087
